11.627,-0.3
11.628,-0.39
11.633,-0.46
11.643,-0.52
11.645,-0.57
11.649,-0.64
11.66,-0.68
11.662,-0.69
11.663,-0.64
11.668,-0.59
11.676,-0.54
11.678,-0.45
11.683,-0.36
11.709,-0.3
11.711,-0.29
11.713,-0.25
11.714,-0.22
11.715,-0.17
11.716,-0.15
11.718,-0.12
11.726,-0.09
11.728,-0.07
11.731,-0.04
11.743,-0.02
11.744,0.02
11.748,0.05
11.751,0.08
11.759,0.09
11.762,0.11
11.767,0.11
11.777,0.12
11.779,0.11
11.782,0.12
11.786,0.14
11.808,0.17
11.81,0.22
11.811,0.29
11.813,0.36
11.814,0.48
11.816,0.54
11.826,0.53
11.828,0.51
11.831,0.44
11.836,0.22
11.845,0.07
11.846,-0.04
11.85,-0.12
11.858,-0.24
11.861,-0.37
11.873,-0.63
11.874,-0.89
11.882,-1.27
11.883,-1.91
11.909,-2
11.911,-2
11.912,-2
11.914,-2
11.915,-2
11.916,-2
11.918,-2
11.919,-1.61
11.928,-1.11
11.93,-0.84
11.935,-0.65
11.947,-0.47
11.95,-0.33
11.951,-0.17
11.954,-0.01
11.963,0.11
11.964,0.22
11.969,0.28
11.977,0.29
11.979,0.25
11.984,0.17
12.01,0.11
12.012,0.1
12.014,0.15
12.015,0.19
12.017,0.22
12.019,0.2
12.021,0.17
12.029,0.11
12.031,0.07
12.034,0.04
12.042,-0.29
12.044,-0.68
12.048,-0.9
12.06,-0.87
12.062,-0.65
12.064,-0.46
12.068,-0.35
12.076,-0.26
12.078,-0.18
12.083,-0.15
12.119,-0.14
12.121,-0.13
12.124,-0.15
12.126,-0.16
12.129,-0.17
12.131,-0.21
12.133,-0.24
12.135,-0.26
12.138,-0.28
12.14,-0.29
12.142,-0.33
12.144,-0.38
12.163,-0.43
12.164,-0.5
12.166,-0.57
12.167,-0.62
12.169,-0.65
12.178,-0.68
12.18,-0.7
12.182,-0.73
12.212,-0.76
12.214,-0.78
12.216,-0.8
12.218,-0.81
12.221,-0.83
12.222,-0.82
12.224,-0.77
12.226,-0.71
12.227,-0.65
12.237,-0.59
12.238,-0.53
12.241,-0.47
12.246,-0.43
12.251,-0.39
12.261,-0.36
12.262,-0.32
12.267,-0.31
12.277,-0.28
12.28,-0.28
12.282,-0.28
12.285,-0.27
12.295,-0.26
12.296,-0.26
12.301,-0.27
12.336,-0.27
12.337,-0.28
12.339,-0.3
12.341,-0.33
12.342,-0.37
12.344,-0.41
12.345,-0.47
12.346,-0.52
12.347,-0.56
12.349,-0.6
12.359,-0.64
12.36,-0.66
12.365,-0.69
12.375,-0.71
12.377,-0.7
12.38,-0.7
12.384,-0.7
12.394,-0.7
12.395,-0.68
12.399,-0.67
12.43,-0.64
12.433,-0.64
12.436,-0.63
12.438,-0.64
12.439,-0.67
12.441,-0.71
12.442,-0.74
12.443,-0.77
12.445,-0.81
12.455,-0.84
12.457,-0.87
12.46,-0.92
12.463,-0.96
12.468,-0.99
12.486,-0.98
12.489,-0.99
12.491,-0.99
12.493,-0.97
12.496,-0.95
12.498,-0.93
12.508,-0.91
12.51,-0.91
12.512,-0.94
12.517,-0.98
12.542,-1.02
12.544,-1.1
12.546,-1.18
12.547,-1.26
12.549,-1.33
12.55,-1.35
12.553,-1.31
12.564,-1.24
12.566,-1.16
12.568,-1.06
12.577,-1.01
12.578,-0.94
12.582,-0.86
12.591,-0.79
12.592,-0.77
12.596,-0.77
12.601,-0.79
12.625,-0.82
12.626,-0.84
12.628,-0.85
12.63,-0.84
12.631,-0.79
12.633,-0.72
12.642,-0.68
12.645,-0.63
12.648,-0.58
12.65,-0.52
12.661,-0.44
12.662,-0.4
12.665,-0.36
12.677,-0.29
12.68,-0.24
12.682,-0.16
12.69,-0.08
12.692,0.01
12.696,0.12
12.712,0.19
12.714,0.15
12.723,0.01
12.737,-0.11
12.749,-0.22
12.754,-0.29
12.759,-0.33
12.762,-0.35
12.764,-0.37
12.766,-0.42
12.767,-0.47
12.769,-0.56
12.77,-0.64
12.772,-0.71
12.773,-0.79
12.775,-0.84
12.809,-0.87
12.811,-0.86
12.813,-0.82
12.815,-0.75
12.817,-0.65
12.819,-0.51
12.821,-0.41
12.823,-0.32
12.825,-0.28
12.826,-0.23
12.836,-0.2
12.838,-0.16
12.839,-0.11
12.844,-0.08
12.848,-0.05
12.88,-0.02
12.882,0.02
12.885,0.05
12.886,0.08
12.888,0.11
12.889,0.15
12.891,0.18
12.893,0.19
12.894,0.19
12.911,0.21
12.913,0.21
12.914,0.24
12.916,0.26
12.918,0.28
12.944,0.32
12.946,0.37
12.948,0.42
12.949,0.5
12.951,0.56
12.953,0.53
12.954,0.46
12.963,0.37
12.965,0.26
12.968,0.12
12.978,0.01
12.98,-0.08
12.982,-0.17
12.993,-0.27
12.994,-0.42
12.996,-0.67
13.026,-0.96
13.028,-1.45
13.03,-2
13.032,-2
13.033,-2
13.036,-2
13.038,-2
13.039,-2
13.041,-2
13.054,-1.95
13.056,-1.24
13.057,-0.88
13.061,-0.62
13.065,-0.44
13.075,-0.28
13.077,-0.11
13.08,0.03
13.091,0.18
13.093,0.32
13.095,0.43
13.108,0.5
13.109,0.51
13.111,0.48
13.139,0.4
13.141,0.31
13.142,0.28
13.144,0.3
13.145,0.32
13.147,0.27
13.148,0.22
13.151,0.17
13.16,0.12
13.162,0.02
13.165,-0.32
13.175,-0.83
13.176,-1.12
13.179,-1.27
13.19,-1.23
13.191,-1.04
13.194,-0.83
13.199,-0.63
13.22,-0.49
13.221,-0.39
13.222,-0.35
13.224,-0.31
13.225,-0.27
13.23,-0.23
13.243,-0.2
13.244,-0.19
13.245,-0.19
13.25,-0.17
13.26,-0.17
13.262,-0.16
13.265,-0.17
13.276,-0.17
13.279,-0.19
13.281,-0.23
13.283,-0.29
13.293,-0.34
13.295,-0.38
13.298,-0.44
13.328,-0.48
13.335,-0.53
13.339,-0.58
13.342,-0.65
13.344,-0.7
13.345,-0.77
13.347,-0.82
13.348,-0.84
13.35,-0.87
13.351,-0.88
13.353,-0.84
13.361,-0.77
13.363,-0.69
13.372,-0.62
13.374,-0.55
13.377,-0.49
13.383,-0.43
13.391,-0.38
13.393,-0.33
13.398,-0.3
13.424,-0.29
13.425,-0.28
13.427,-0.28
13.428,-0.28
13.429,-0.3
13.43,-0.29
13.432,-0.33
13.441,-0.33
13.443,-0.34
13.447,-0.37
13.456,-0.38
13.457,-0.41
13.461,-0.46
13.466,-0.51
13.474,-0.57
13.476,-0.6
13.481,-0.62
13.49,-0.62
13.492,-0.63
13.495,-0.63
13.523,-0.61
13.525,-0.62
13.526,-0.62
13.527,-0.61
13.528,-0.61
13.53,-0.62
13.531,-0.61
13.539,-0.62
13.54,-0.61
13.545,-0.61
13.55,-0.62
13.558,-0.63
13.559,-0.67
13.565,-0.71
13.573,-0.76
13.576,-0.8
13.58,-0.84
13.589,-0.85
13.591,-0.85
13.595,-0.84
13.599,-0.82
13.633,-0.82
13.635,-0.82
13.636,-0.84
13.638,-0.85
13.642,-0.87
13.644,-0.88
13.646,-0.89
13.648,-0.91
13.65,-0.92
13.652,-0.95
13.656,-1
13.662,-1.06
13.664,-1.1
13.672,-1.15
13.673,-1.2
13.678,-1.24
13.688,-1.25
13.689,-1.26
13.693,-1.23
13.699,-1.16
13.705,-1.08
13.708,-0.99
13.713,-0.92
13.738,-0.86
13.739,-0.79
13.74,-0.76
13.741,-0.75
13.742,-0.75
13.743,-0.77
13.747,-0.85
13.753,-0.93
13.758,-1.02
13.763,-1.07
13.771,-1.05
13.773,-0.96
13.779,-0.83
13.788,-0.66
13.789,-0.55
13.793,-0.47
13.798,-0.4
13.804,-0.34
13.807,-0.27
13.811,-0.2
13.831,-0.14
13.832,-0.07
13.833,0.01
13.834,0.07
13.842,0.14
13.843,0.2
13.847,0.09
13.854,-0.09
13.857,-0.2
13.862,-0.31
13.87,-0.34
13.872,-0.37
13.879,-0.38
13.886,-0.4
13.888,-0.44
13.892,-0.51
13.897,-0.58
13.903,-0.68
13.906,-0.73
13.91,-0.78
13.934,-0.81
13.936,-0.81
13.938,-0.81
13.939,-0.76
13.941,-0.71
13.943,-0.63
13.946,-0.54
13.956,-0.46
13.957,-0.4
13.961,-0.34
13.965,-0.3
13.971,-0.27
13.975,-0.24
13.981,-0.21
13.987,-0.18
13.991,-0.14
13.996,-0.12
14.003,-0.1
14.005,-0.07
14.011,-0.04
14.015,-0.01
14.032,0.03
14.033,0.07
14.035,0.08
14.036,0.1
14.04,0.11
14.044,0.1
14.053,0.13
14.055,0.15
14.06,0.18
14.065,0.24
14.074,0.3
14.076,0.38
14.079,0.46
14.09,0.53
14.091,0.56
14.093,0.52
14.109,0.49
14.11,0.42
14.111,0.25
14.113,0.15
14.132,0.08
14.133,0.02
14.134,-0.04
14.135,-0.15
14.138,-0.35
14.143,-0.59
14.147,-0.91
14.154,-1.41
14.158,-2
14.163,-2
14.171,-2
14.173,-2
14.178,-2
14.188,-2
14.189,-2
14.192,-1.87
14.198,-1.31
14.205,-0.95
14.207,-0.72
14.212,-0.55
14.232,-0.42
14.233,-0.26
14.234,-0.16
14.235,-0.03
14.237,0.11
14.241,0.21
14.246,0.27
14.255,0.29
14.257,0.28
14.262,0.21
14.269,0.14
14.271,0.1
14.276,0.11
14.281,0.04
14.287,-0.05
14.291,-0.16
14.296,-0.33
14.302,-0.6
14.306,-0.94
14.31,-1.48
14.332,-1.87
14.333,-1.86
14.334,-1.51
14.335,-0.82
14.336,-0.22
14.34,0.1
14.345,0.23
14.353,0.28
14.355,0.27
14.36,0.28
14.369,0.3
14.371,0.27
14.375,0.23
14.38,0.17
14.385,0.13
14.39,0.09
14.395,0.06
14.402,0.05
14.404,0.04
14.409,0.04
14.43,0
14.431,-0.03
14.432,-0.1
14.433,-0.17
14.44,-0.31
14.441,-0.41
14.444,-0.5
14.452,-0.6
14.454,-0.69
14.461,-0.8
14.464,-0.87
14.47,-0.95
14.474,-1.02
14.479,-1.08
14.505,-1.09
14.506,-1.09
14.507,-1.06
14.509,-1.01
14.51,-0.92
14.511,-0.83
14.514,-0.75
14.52,-0.67
14.524,-0.57
14.528,-0.5
14.547,-0.44
14.548,-0.4
14.549,-0.37
14.55,-0.34
14.556,-0.32
14.558,-0.29
14.563,-0.28
14.569,-0.25
14.573,-0.24
14.577,-0.25
14.585,-0.22
14.587,-0.2
14.593,-0.19
14.605,-0.21
14.606,-0.22
14.608,-0.26
14.612,-0.31
14.63,-0.36
14.632,-0.42
14.633,-0.46
14.633,-0.52
14.637,-0.54
14.642,-0.56
14.647,-0.56
14.655,-0.55
14.657,-0.56
14.661,-0.57
14.67,-0.58
14.672,-0.6
14.676,-0.6
14.685,-0.58
14.686,-0.58
14.691,-0.57
14.696,-0.58
14.702,-0.6
14.706,-0.63
14.711,-0.66
14.731,-0.71
14.732,-0.76
14.733,-0.8
14.734,-0.87
14.736,-0.91
14.741,-0.95
14.745,-1
14.752,-1.03
14.756,-1.09
14.761,-1.11
14.767,-1.11
14.775,-1.08
14.776,-1.04
14.781,-1
14.786,-0.95
14.79,-0.91
14.795,-0.9
14.806,-0.92
14.807,-0.95
14.81,-1
14.832,-1.05
14.833,-1.1
14.834,-1.14
14.835,-1.2
14.837,-1.2
14.84,-1.17
14.845,-1.11
14.852,-1.06
14.854,-1.02
14.859,-1.01
14.868,-0.98
14.869,-0.92
14.874,-0.87
14.879,-0.86
14.884,-0.86
14.889,-0.91
14.894,-0.96
14.901,-1.01
14.904,-1.03
14.909,-1
14.934,-0.87
14.935,-0.72
14.936,-0.6
14.937,-0.52
14.938,-0.48
14.939,-0.44
14.943,-0.41
14.952,-0.36
14.954,-0.29
14.958,-0.24
14.963,-0.2
14.969,-0.14
14.973,-0.04
14.978,0.03
14.985,0.16
14.988,0.25
14.992,0.22
15.001,0.05
15.003,-0.12
15.007,-0.23
15.012,-0.28
15.035,-0.33
15.037,-0.36
15.039,-0.39
15.04,-0.42
15.042,-0.43
15.043,-0.47
15.054,-0.51
15.055,-0.58
15.057,-0.64
15.062,-0.7
15.078,-0.74
15.08,-0.75
15.082,-0.73
15.083,-0.71
15.088,-0.67
15.092,-0.59
15.097,-0.52
15.105,-0.44
15.106,-0.37
15.111,-0.32
15.131,-0.27
15.133,-0.22
15.134,-0.19
15.135,-0.17
15.136,-0.14
15.141,-0.12
15.147,-0.09
15.153,-0.06
15.156,-0.04
15.161,-0.02
15.167,0.01
15.17,0.03
15.175,0.06
15.184,0.06
15.186,0.07
15.19,0.08
15.195,0.07
15.201,0.08
15.205,0.1
15.21,0.13
15.232,0.17
15.233,0.23
15.234,0.3
15.235,0.39
15.236,0.44
15.24,0.45
15.245,0.42
15.255,0.27
15.256,0.12
15.26,0.01
15.27,-0.08
15.271,-0.12
15.274,-0.16
15.279,-0.23
15.285,-0.34
15.289,-0.54
15.294,-0.81
15.302,-1.21
15.304,-1.82
15.309,-2
15.332,-2
15.333,-2
15.334,-2
15.335,-2
15.337,-2
15.339,-2
15.343,-1.53
15.351,-1.08
15.353,-0.78
15.358,-0.56
15.369,-0.38
15.37,-0.22
15.373,-0.08
15.378,0.07
15.384,0.2
15.388,0.31
15.393,0.41
15.401,0.52
15.403,0.57
15.408,0.56
15.43,0.51
15.432,0.36
15.433,0.23
15.435,0.19
15.436,0.15
15.437,0.06
15.443,-0.03
15.451,-0.15
15.453,-0.32
15.458,-0.67
15.462,-1.37
15.471,-2
15.473,-2
15.477,-2
15.485,-1.75
15.487,-1.22
15.492,-0.62
15.502,-0.22
15.503,0.01
15.507,0.14
15.512,0.17
15.533,0.17
15.534,0.18
15.535,0.16
15.537,0.15
15.538,0.13
15.542,0.11
15.554,0.1
15.556,0.08
15.557,0.07
15.561,0.07
15.57,0.05
15.571,0.02
15.576,-0.01
15.586,-0.08
15.587,-0.15
15.591,-0.25
15.601,-0.35
15.603,-0.43
15.605,-0.52
15.61,-0.59
15.616,-0.67
15.621,-0.76
15.625,-0.84
15.65,-0.92
15.652,-0.97
15.653,-1.01
15.654,-1
15.655,-0.98
15.657,-0.93
15.66,-0.83
15.667,-0.73
15.67,-0.65
15.675,-0.57
15.686,-0.49
15.687,-0.43
15.69,-0.39
15.694,-0.35
15.701,-0.33
15.704,-0.3
15.71,-0.3
15.717,-0.28
15.721,-0.27
15.725,-0.26
15.747,-0.25
15.748,-0.26
15.749,-0.27
15.75,-0.27
15.751,-0.28
15.754,-0.3
15.76,-0.35
15.767,-0.4
15.768,-0.44
15.775,-0.49
15.779,-0.53
15.786,-0.57
15.789,-0.6
15.793,-0.61
15.802,-0.63
15.805,-0.65
15.808,-0.65
15.82,-0.65
15.83,-0.66
15.831,-0.67
15.832,-0.66
15.833,-0.67
15.855,-0.65
15.856,-0.64
15.857,-0.65
15.859,-0.65
15.86,-0.66
15.869,-0.69
15.87,-0.72
15.872,-0.76
15.878,-0.79
15.886,-0.82
15.888,-0.84
15.893,-0.86
15.901,-0.88
15.903,-0.88
15.907,-0.86
15.917,-0.85
15.918,-0.83
15.922,-0.81
15.927,-0.8
15.946,-0.79
15.947,-0.82
15.948,-0.82
15.949,-0.83
15.952,-0.83
15.958,-0.84
15.967,-0.87
15.968,-0.92
15.972,-0.98
15.977,-1.05
15.983,-1.09
15.986,-1.11
15.992,-1.11
15.999,-1.11
16.002,-1.08
16.007,-1.06
16.011,-1.04
16.017,-1
16.022,-0.96
16.026,-0.92
16.045,-0.89
16.046,-0.86
16.047,-0.85
16.048,-0.84
16.051,-0.84
16.056,-0.85
16.061,-0.89
16.067,-0.95
16.071,-1.01
16.076,-1.07
16.083,-1.07
16.085,-0.99
16.091,-0.87
16.101,-0.74
16.102,-0.64
16.106,-0.61
16.11,-0.55
16.118,-0.49
16.121,-0.42
16.126,-0.38
16.147,-0.32
16.148,-0.3
16.15,-0.24
16.151,-0.19
16.154,-0.14
16.155,-0.1
16.159,-0.03
16.167,-0.04
16.169,-0.14
16.175,-0.23
16.183,-0.36
16.184,-0.49
16.19,-0.52
16.194,-0.52
16.2,-0.51
16.204,-0.54
16.209,-0.61
16.216,-0.65
16.219,-0.7
16.225,-0.75
16.261,-0.79
16.263,-0.79
16.264,-0.77
16.266,-0.74
16.267,-0.69
16.269,-0.58
16.27,-0.48
16.293,-0.38
16.296,-0.33
16.297,-0.28
16.311,-0.24
16.312,-0.22
16.313,-0.19
16.314,-0.17
16.315,-0.15
16.316,-0.12
16.318,-0.11
16.32,-0.09
16.322,-0.05
16.324,-0.02
16.334,0.01
16.336,0.03
16.342,0.08
16.343,0.09
16.35,0.11
16.352,0.14
16.357,0.15
16.384,0.16
16.386,0.17
16.387,0.19
16.389,0.2
16.39,0.22
16.392,0.28
16.393,0.33
16.406,0.39
16.408,0.48
16.409,0.56
16.418,0.56
16.419,0.46
16.422,0.33
16.426,0.17
16.447,0.05
16.448,-0.01
16.449,-0.09
16.449,-0.15
16.451,-0.27
16.456,-0.43
16.461,-0.67
16.468,-1.01
16.471,-1.55
16.476,-2
16.482,-2
16.485,-2
16.49,-2
16.504,-2
16.505,-2
16.506,-2
16.51,-1.62
16.518,-1.13
16.52,-0.81
16.525,-0.61
16.546,-0.46
16.547,-0.29
16.548,-0.15
16.549,0
16.55,0.13
16.555,0.22
16.56,0.34
16.567,0.43
16.57,0.47
16.574,0.45
16.583,0.43
16.584,0.36
16.589,0.34
16.594,0.35
16.603,0.35
16.605,0.31
16.61,0.27
16.618,0.21
16.619,0.14
16.624,0.06
16.648,-0.1
16.649,-0.48
16.652,-1.52
16.653,-2
16.654,-1.94
16.655,-1.88
16.658,-1.62
16.669,-1.29
16.67,-0.97
16.673,-0.69
16.684,-0.46
16.686,-0.32
16.689,-0.21
16.693,-0.13
16.699,-0.06
16.703,0.01
16.709,0.04
16.719,0.07
16.721,0.06
16.723,0.07
16.748,0.1
16.749,0.11
16.75,0.11
16.75,0.09
16.751,0.04
16.753,0.01
16.757,-0.05
16.765,-0.11
16.768,-0.18
16.772,-0.26
16.784,-0.35
16.786,-0.42
16.787,-0.5
16.794,-0.61
16.802,-0.72
16.804,-0.82
16.808,-0.9
16.818,-0.94
16.82,-0.95
16.822,-0.94
16.827,-0.9
16.849,-0.84
16.851,-0.79
16.852,-0.72
16.854,-0.64
16.855,-0.53
16.857,-0.45
16.868,-0.37
16.869,-0.32
16.872,-0.29
16.877,-0.26
16.884,-0.24
16.886,-0.22
16.891,-0.23
16.902,-0.25
16.904,-0.28
16.906,-0.33
16.91,-0.37
16.92,-0.4
16.922,-0.44
16.926,-0.49
16.958,-0.53
16.959,-0.57
16.961,-0.61
16.963,-0.63
16.964,-0.64
16.966,-0.64
16.967,-0.66
16.968,-0.65
16.97,-0.66
16.98,-0.62
16.981,-0.6
16.985,-0.59
16.99,-0.57
17.003,-0.55
17.006,-0.56
17.008,-0.56
17.01,-0.59
17.021,-0.61
17.023,-0.64
17.025,-0.67
17.056,-0.72
17.058,-0.76
17.06,-0.79
17.061,-0.84
17.063,-0.87
17.065,-0.9
17.066,-0.92
17.068,-0.93
17.069,-0.94
17.079,-0.93
17.08,-0.93
17.085,-0.93
17.089,-0.94
17.094,-0.94
17.104,-0.93
17.106,-0.92
17.108,-0.9
17.118,-0.93
17.12,-0.98
17.123,-1.05
17.155,-1.11
17.156,-1.19
17.158,-1.24
17.159,-1.28
17.161,-1.3
17.162,-1.3
17.164,-1.24
17.165,-1.16
17.173,-1.06
17.174,-0.96
17.183,-0.86
17.184,-0.78
17.187,-0.73
17.192,-0.72
17.2,-0.74
17.203,-0.78
17.208,-0.83
17.218,-0.9
17.219,-0.96
17.223,-0.97
17.227,-0.9
17.271,-0.81
17.273,-0.73
17.275,-0.66
17.277,-0.6
17.278,-0.52
17.28,-0.41
17.283,-0.32
17.284,-0.24
17.285,-0.16
17.286,-0.09
17.288,0
17.289,0.1
17.297,0.23
17.299,0.35
17.301,0.35
17.306,0.16
17.321,-0.02
17.322,-0.13
17.324,-0.16
17.326,-0.16
17.364,-0.19
17.366,-0.24
17.368,-0.29
17.369,-0.38
17.371,-0.49
17.372,-0.57
17.373,-0.64
17.375,-0.69
17.377,-0.72
17.379,-0.77
17.388,-0.78
17.389,-0.79
17.391,-0.79
17.399,-0.75
17.402,-0.69
17.405,-0.61
17.41,-0.54
17.419,-0.48
17.421,-0.43
17.425,-0.38
17.457,-0.33
17.459,-0.29
17.461,-0.25
17.462,-0.21
17.464,-0.16
17.465,-0.13
17.466,-0.08
17.467,-0.04
17.476,0
17.478,0.03
17.479,0.07
17.484,0.11
17.488,0.13
17.5,0.14
17.502,0.17
17.503,0.19
17.509,0.21
17.516,0.26
17.52,0.32
17.524,0.38
17.554,0.49
17.555,0.6
17.557,0.69
17.558,0.68
17.56,0.56
17.561,0.42
17.563,0.24
17.564,0.12
17.572,0.08
17.574,0.02
17.582,-0.02
17.584,-0.07
17.588,-0.15
17.599,-0.31
17.6,-0.6
17.603,-1.16
17.608,-2
17.619,-2
17.621,-2
17.623,-2
17.656,-2
17.658,-2
17.659,-2
17.66,-1.86
17.662,-1.22
17.663,-0.77
17.665,-0.54
17.666,-0.34
17.667,-0.19
17.683,-0.05
17.685,0.1
17.687,0.21
17.689,0.34
17.691,0.45
17.699,0.55
17.702,0.56
17.706,0.52
17.716,0.46
17.717,0.45
17.721,0.43
17.726,0.44
17.757,0.45
17.759,0.4
17.761,0.35
17.762,0.27
17.764,0.17
17.765,-0.07
17.767,-0.73
17.768,-1.74
17.777,-2
17.778,-2
17.781,-1.99
17.786,-1.73
17.791,-1.39
17.8,-0.96
17.801,-0.69
17.805,-0.44
17.816,-0.21
17.817,-0.09
17.82,0
17.827,0.06
17.862,0.09
17.864,0.08
17.865,0.09
17.867,0.1
17.868,0.11
17.87,0.1
17.871,0.12
17.872,0.13
17.874,0.13
17.875,0.09
17.884,0
17.885,-0.11
17.889,-0.26
17.899,-0.38
17.9,-0.51
17.904,-0.64
17.915,-0.76
17.916,-0.86
17.919,-0.94
17.924,-1
17.951,-1.03
17.953,-1.05
17.956,-1.03
17.957,-0.98
17.958,-0.88
17.96,-0.75
17.961,-0.63
